Grapheme	IPA	BIPA	CLTS_Name
U_"~:	ʊ̈̃ː	ʊ̈̃ː	long_nasalized_rounded_near-close_central_vowel
o_X	ŏ	ŏ	ultra-short_rounded_close-mid_back_vowel
n0	n̥	n̥	devoiced_voiced_alveolar_nasal_consonant
^4^1^5	⁴¹⁵	⁴¹⁵	contour_from-mid-high_via-low_to-high_tone
_nd_d	ⁿd̪	ⁿd̪	pre-nasalized_voiced_dental_stop_consonant
s_>	sʼ	sʼ	voiceless_alveolar_ejective_sibilant_fricative_consonant
b_$G	bˠ	bˠ	velarized_voiced_bilabial_stop_consonant
F_0	ɱ̊	ɱ̊	devoiced_voiced_labio-dental_nasal_consonant
7:	ɤː	ɤː	long_unrounded_close-mid_back_vowel
^5^3^4	⁵³⁴	⁵³⁴	contour_from-high_via-mid_to-mid-high_tone
b_$h	bʰ	bʰ	aspirated_voiced_bilabial_stop_consonant
f;	fʲ	fʲ	palatalized_voiceless_labio-dental_fricative_consonant
^3^1^1	³¹¹	³¹¹	falling_from-mid_via-low_to-low_tone
^1^3^3	¹³³	¹³³	rising_from-low_via-mid_to-mid_tone
l0	l̥	l̥	devoiced_voiced_alveolar_lateral_approximant_consonant
7_o~:	ɤ̞̃ː	ɤ̞̃ː	long_nasalized_unrounded_mid_back_vowel
h~	h̃	h̃	nasalized_voiceless_glottal_fricative_consonant
l_d:	l̪ː	l̪ː	long_voiced_dental_lateral_approximant_consonant
bv	bv	bv	voiced_labio-dental_affricate_consonant
I:	ɪː	ɪː	long_unrounded_near-close_near-front_vowel
n_d_$G	n̪ˠ	n̪ˠ	velarized_voiced_dental_nasal_consonant
U:	ʊː	ʊː	long_rounded_near-close_near-back_vowel
s;	sʲ	sʲ	palatalized_voiceless_alveolar_sibilant_fricative_consonant
}:	ʉː	ʉː	long_rounded_close_central_vowel
p_$h	pʰ	pʰ	aspirated_voiceless_bilabial_stop_consonant
N_=	ŋ̍	ŋ̍	syllabic_voiced_velar_nasal_consonant
tS;	tʃʲ	tʃʲ	palatalized_voiceless_post-alveolar_sibilant_affricate_consonant
a0	ḁ	ḁ	devoiced_unrounded_open_front_vowel
p_>	pʼ	pʼ	voiceless_bilabial_ejective_stop_consonant
t_d_$h	t̪ʰ	t̪ʰ	aspirated_voiceless_dental_stop_consonant
_ng=\	ⁿgǂ	ⁿgǂ	pre-nasalized_voiced_palatal_click_consonant
d_d:	d̪ː	d̪ː	long_voiced_dental_stop_consonant
o_k	o̰	o̰	creaky_rounded_close-mid_back_vowel
g_w	gʷ	gʷ	labialized_voiced_velar_stop_consonant
I0	ɪ̥	ɪ̥	devoiced_unrounded_near-close_near-front_vowel
o_(	o̯	o̯	non-syllabic_rounded_close-mid_back_vowel
4_N	ɾ̼	ɾ̼	voiced_linguolabial_tap_consonant
n\_0	ȵ̊	ȵ̊	devoiced_voiced_alveolo-palatal_nasal_consonant
V_X	ʌ̆	ʌ̆	ultra-short_unrounded_open-mid_back_vowel
U_"	ʊ̈	ʊ̈	rounded_near-close_central_vowel
ɨ~:	ɨ̃ː	ɨ̃ː	long_nasalized_unrounded_close_central_vowel
o:\	oˑ	oˑ	mid-long_rounded_close-mid_back_vowel
o~	õ	õ	nasalized_rounded_close-mid_back_vowel
^2^2^1	²²¹	²²¹	falling_from-mid-low_via-mid-low_to-low_tone
d`_h\	ɖʱ	ɖʱ	breathy_voiced_retroflex_stop_consonant
z_d	z̪	z̪	voiced_dental_sibilant_fricative_consonant
_ntS	ⁿtʃ	ⁿtʃ	pre-nasalized_voiceless_post-alveolar_sibilant_affricate_consonant
t_d_>	t̪ʼ	t̪ʼ	voiceless_dental_ejective_stop_consonant
l_d	l̪	l̪	voiced_dental_lateral_approximant_consonant
i_k::	ḭːː	ḭːː	ultra-long_creaky_unrounded_close_front_vowel
I_(	ɪ̯	ɪ̯	non-syllabic_unrounded_near-close_near-front_vowel
{~:	æ̃ː	æ̃ː	long_nasalized_unrounded_near-open_front_vowel
@\\:	ɘː	ɘː	long_unrounded_close-mid_central_vowel
t:	tː	tː	long_voiceless_alveolar_stop_consonant
_$hp	ʰp	ʰp	pre-aspirated_voiceless_bilabial_stop_consonant
O_k	ɔ̰	ɔ̰	creaky_rounded_open-mid_back_vowel
^5^1^5	⁵¹⁵	⁵¹⁵	contour_from-high_via-low_to-high_tone
t_w	tʷ	tʷ	labialized_voiceless_alveolar_stop_consonant
_nb	ⁿb	ⁿb	pre-nasalized_voiced_bilabial_stop_consonant
^4^5^2	⁴⁵²	⁴⁵²	contour_from-mid-high_via-high_to-mid-low_tone
p;	pʲ	pʲ	palatalized_voiceless_bilabial_stop_consonant
^1^1^4	¹¹⁴	¹¹⁴	rising_from-low_via-low_to-mid-high_tone
s_$G	sˠ	sˠ	velarized_voiceless_alveolar_sibilant_fricative_consonant
f:	fː	fː	long_voiceless_labio-dental_fricative_consonant
^3^3^4	³³⁴	³³⁴	rising_from-mid_via-mid_to-mid-high_tone
_$ht	ʰt	ʰt	pre-aspirated_voiceless_alveolar_stop_consonant
^5^5	⁵⁵	⁵⁵	flat_from-high_to-high_tone
b_h\	bʱ	bʱ	breathy_voiced_bilabial_stop_consonant
i~:	ĩː	ĩː	long_nasalized_unrounded_close_front_vowel
t`s`	ʈʂ	ʈʂ	voiceless_retroflex_sibilant_affricate_consonant
J\j\\	ɟʝ	ɟʝ	voiced_palatal_affricate_consonant
_ng	ⁿg	ⁿg	pre-nasalized_voiced_velar_stop_consonant
x;	xʲ	xʲ	palatalized_voiceless_velar_fricative_consonant
j_0	j̊	j̊	devoiced_voiced_palatal_approximant_consonant
^3^5^2	³⁵²	³⁵²	contour_from-mid_via-high_to-mid-low_tone
i0	i̥	i̥	devoiced_unrounded_close_front_vowel
^2^2^3	²²³	²²³	rising_from-mid-low_via-mid-low_to-mid_tone
E:	ɛː	ɛː	long_unrounded_open-mid_front_vowel
^5^2^5	⁵²⁵	⁵²⁵	contour_from-high_via-mid-low_to-high_tone
u~:	ũː	ũː	long_nasalized_rounded_close_back_vowel
o::	oːː	oːː	ultra-long_rounded_close-mid_back_vowel
^5^2^2	⁵²²	⁵²²	falling_from-high_via-mid-low_to-mid-low_tone
r_d	r̪	r̪	voiced_dental_trill_consonant
e_o:\	e̞ˑ	e̞ˑ	mid-long_unrounded_mid_front_vowel
7_o:	ɤ̞ː	ɤ̞ː	long_unrounded_mid_back_vowel
8_o:	ɵ̞ː	ɵ̞ː	long_rounded_mid_central_vowel
dz_d	dz̪	dz̪	voiced_dental_sibilant_affricate_consonant
^3^3	³³	³³	flat_from-mid_to-mid_tone
a_k::	a̰ːː	a̰ːː	ultra-long_creaky_unrounded_open_front_vowel
R_o	ʁ̞	ʁ̞	voiced_uvular_approximant_consonant
^1^4^3	¹⁴³	¹⁴³	contour_from-low_via-mid-high_to-mid_tone
tS_>	tʃʼ	tʃʼ	voiceless_post-alveolar_ejective_sibilant_affricate_consonant
l`=	ɭ̩	ɭ̩	syllabic_voiced_retroflex_lateral_approximant_consonant
t_d	t̪	t̪	voiceless_dental_stop_consonant
a$`	a˞	a˞	rhotacized_unrounded_open_front_vowel
3\:	ɞː	ɞː	long_rounded_open-mid_central_vowel
8_o	ɵ̞	ɵ̞	rounded_mid_central_vowel
^2^1	²¹	²¹	falling_from-mid-low_to-low_tone
t`s`_$h	ʈʂʰ	ʈʂʰ	aspirated_voiceless_retroflex_sibilant_affricate_consonant
G\_$h	ɢʰ	ɢʰ	aspirated_voiced_uvular_stop_consonant
^4^4	⁴⁴	⁴⁴	flat_from-mid-high_to-mid-high_tone
v=	v̩	v̩	syllabic_voiced_labio-dental_fricative_consonant
tT	tθ	tθ	voiceless_dental_affricate_consonant
^2^5^4	²⁵⁴	²⁵⁴	contour_from-mid-low_via-high_to-mid-high_tone
D_}	ð̚	ð̚	unreleased_voiced_dental_fricative_consonant
tS:	tʃː	tʃː	long_voiceless_post-alveolar_sibilant_affricate_consonant
q_>_w	qʼʷ	qʼʷ	labialized_voiceless_uvular_ejective_stop_consonant
u:	uː	uː	long_rounded_close_back_vowel
?_w	ʔʷ	ʔʷ	labialized_voiceless_glottal_stop_consonant
r;	rʲ	rʲ	palatalized_voiced_alveolar_trill_consonant
^4^5^1	⁴⁵¹	⁴⁵¹	contour_from-mid-high_via-high_to-low_tone
t;	tʲ	tʲ	palatalized_voiceless_alveolar_stop_consonant
3:	ɜː	ɜː	long_unrounded_open-mid_central_vowel
^1^3^2	¹³²	¹³²	contour_from-low_via-mid_to-mid-low_tone
^4^4^2	⁴⁴²	⁴⁴²	falling_from-mid-high_via-mid-high_to-mid-low_tone
e_k	ḛ	ḛ	creaky_unrounded_close-mid_front_vowel
tS_w	tʃʷ	tʃʷ	labialized_voiceless_post-alveolar_sibilant_affricate_consonant
b:	bː	bː	long_voiced_bilabial_stop_consonant
b_w:	bʷː	bʷː	labialized_long_voiced_bilabial_stop_consonant
cC	cç	cç	voiceless_palatal_affricate_consonant
^5^4	⁵⁴	⁵⁴	falling_from-high_to-mid-high_tone
q_}	q̚	q̚	unreleased_voiceless_uvular_stop_consonant
e_o:	e̞ː	e̞ː	long_unrounded_mid_front_vowel
i_t	i̤	i̤	breathy_unrounded_close_front_vowel
^4^4^3	⁴⁴³	⁴⁴³	falling_from-mid-high_via-mid-high_to-mid_tone
^4^1^3	⁴¹³	⁴¹³	contour_from-mid-high_via-low_to-mid_tone
^2^2^5	²²⁵	²²⁵	rising_from-mid-low_via-mid-low_to-high_tone
v0	v̥	v̥	devoiced_voiced_labio-dental_fricative_consonant
t_}	t̚	t̚	unreleased_voiceless_alveolar_stop_consonant
M_x~	ɯ̽̃	ɯ̽̃	nasalized_unrounded_near-close_near-back_vowel
8:	ɵː	ɵː	long_rounded_close-mid_central_vowel
bB	bβ	bβ	voiced_bilabial_affricate_consonant
Y~	ʏ̃	ʏ̃	nasalized_rounded_near-close_near-front_vowel
r_N	r̼	r̼	voiced_linguolabial_trill_consonant
U~:	ʊ̃ː	ʊ̃ː	long_nasalized_rounded_near-close_near-back_vowel
g;	gʲ	gʲ	palatalized_voiced_velar_stop_consonant
G_w	ɣʷ	ɣʷ	labialized_voiced_velar_fricative_consonant
s_d	s̪	s̪	voiceless_dental_sibilant_fricative_consonant
a:	aː	aː	long_unrounded_open_front_vowel
V_t	ʌ̤	ʌ̤	breathy_unrounded_open-mid_back_vowel
ts_d_$h	ts̪ʰ	ts̪ʰ	aspirated_voiceless_dental_affricate_consonant
^2^4^1	²⁴¹	²⁴¹	contour_from-mid-low_via-mid-high_to-low_tone
t_n	tⁿ	tⁿ	with-nasal-release_voiceless_alveolar_stop_consonant
M_(	ɯ̯	ɯ̯	non-syllabic_unrounded_close_back_vowel
^3^4^3	³⁴³	³⁴³	contour_from-mid_via-mid-high_to-mid_tone
^4^3	⁴³	⁴³	falling_from-mid-high_to-mid_tone
l;	lʲ	lʲ	palatalized_voiced_alveolar_lateral_approximant_consonant
I_"~:	ɪ̈̃ː	ɪ̈̃ː	long_nasalized_unrounded_near-close_central_vowel
9:	œː	œː	long_rounded_open-mid_front_vowel
g:	gː	gː	long_voiced_velar_stop_consonant
d_<0	ɗ̥	ɗ̥	devoiced_voiced_dental_implosive_consonant
g_0_$h	g̊ʰ	g̊ʰ	aspirated_devoiced_voiced_velar_stop_consonant
_ng||	ⁿgǁ	ⁿgǁ	pre-nasalized_voiced_lateral_click_consonant
NO\[?]	ŋʘ	ŋʘ	voiced_labial_nasal-click_consonant
{:\	æˑ	æˑ	mid-long_unrounded_near-open_front_vowel
^4^3^5	⁴³⁵	⁴³⁵	contour_from-mid-high_via-mid_to-high_tone
s_d_$G	s̪ˠ	s̪ˠ	velarized_voiceless_dental_sibilant_fricative_consonant
^2^3^3	²³³	²³³	rising_from-mid-low_via-mid_to-mid_tone
8_o~:	ɵ̞̃ː	ɵ̞̃ː	long_nasalized_rounded_mid_central_vowel
t_v	t̬	t̬	revoiced_voiceless_alveolar_stop_consonant
M_t	ɯ̤	ɯ̤	breathy_unrounded_close_back_vowel
u_k	ṵ	ṵ	creaky_rounded_close_back_vowel
i:\	iˑ	iˑ	mid-long_unrounded_close_front_vowel
^5^1^3	⁵¹³	⁵¹³	contour_from-high_via-low_to-mid_tone
9~	œ̃	œ̃	nasalized_rounded_open-mid_front_vowel
e~	ẽ	ẽ	nasalized_unrounded_close-mid_front_vowel
l_$G	lˠ	lˠ	velarized_voiced_alveolar_lateral_approximant_consonant
u:\	uˑ	uˑ	mid-long_rounded_close_back_vowel
q_$h	qʰ	qʰ	aspirated_voiceless_uvular_stop_consonant
^2^4^4	²⁴⁴	²⁴⁴	rising_from-mid-low_via-mid-high_to-mid-high_tone
d_-	d̠	d̠	voiced_post-alveolar_stop_consonant
{:	æː	æː	long_unrounded_near-open_front_vowel
dz:	dzː	dzː	long_voiced_alveolar_sibilant_affricate_consonant
k_}	k̚	k̚	unreleased_voiceless_velar_stop_consonant
8~:	ɵ̃ː	ɵ̃ː	long_nasalized_rounded_close-mid_central_vowel
@~	ə̃	ə̃	nasalized_unrounded_mid_central_vowel
@\\~:	ɘ̃ː	ɘ̃ː	long_nasalized_unrounded_close-mid_central_vowel
t`s`_>	ʈʂ’	ʈʂ’	voiceless_retroflex_ejective_sibilant_affricate_consonant
6_(	ɐ̯	ɐ̯	non-syllabic_unrounded_near-open_central_vowel
8~	ɵ̃	ɵ̃	nasalized_rounded_close-mid_central_vowel
d:	dː	dː	long_voiced_alveolar_stop_consonant
^3^2	³²	³²	falling_from-mid_to-mid-low_tone
^0	⁰	⁰	short_neutral_tone
^1^4^2	¹⁴²	¹⁴²	contour_from-low_via-mid-high_to-mid-low_tone
dz_d:	dz̪ː	dz̪ː	long_voiced_dental_sibilant_affricate_consonant
A:	ɑː	ɑː	long_unrounded_open_back_vowel
u~	ũ	ũ	nasalized_rounded_close_back_vowel
6~:	ɐ̃ː	ɐ̃ː	long_nasalized_unrounded_near-open_central_vowel
3\_o~:	ɞ̞̃ː	ɞ̞̃ː	long_nasalized_rounded_near-open_central_vowel
e::	eːː	eːː	ultra-long_unrounded_close-mid_front_vowel
i~	ĩ	ĩ	nasalized_unrounded_close_front_vowel
r_?\	rˤ	rˤ	pharyngealized_voiced_alveolar_trill_consonant
m_?\:	mˤː	mˤː	pharyngealized_long_voiced_bilabial_nasal_consonant
N\0	ɴ̥	ɴ̥	devoiced_voiced_uvular_nasal_consonant
Z_0	ʒ̊	ʒ̊	devoiced_voiced_post-alveolar_sibilant_fricative_consonant
^3^5^4	³⁵⁴	³⁵⁴	contour_from-mid_via-high_to-mid-high_tone
?;	ʔʲ	ʔʲ	palatalized_voiceless_glottal_stop_consonant
B\0	ʙ̥	ʙ̥	devoiced_voiced_bilabial_trill_consonant
d_d0_n	d̪̥ⁿ	d̪̥ⁿ	with-nasal-release_devoiced_voiced_dental_stop_consonant
d;	dʲ	dʲ	palatalized_voiced_alveolar_stop_consonant
e_o~	ẽ̞	ẽ̞	nasalized_unrounded_mid_front_vowel
7_X	ɤ̆	ɤ̆	ultra-short_unrounded_close-mid_back_vowel
n_d	n̪	n̪	voiced_dental_nasal_consonant
^5^4^5	⁵⁴⁵	⁵⁴⁵	contour_from-high_via-mid-high_to-high_tone
3~	ɜ̃	ɜ̃	nasalized_unrounded_open-mid_central_vowel
_nk	ⁿk	ⁿk	pre-nasalized_voiceless_velar_stop_consonant
40	ɾ̥	ɾ̥	devoiced_voiced_alveolar_tap_consonant
^5^2	⁵²	⁵²	falling_from-high_to-mid-low_tone
d_?\	dˤ	dˤ	pharyngealized_voiced_alveolar_stop_consonant
p_w	pʷ	pʷ	labialized_voiceless_bilabial_stop_consonant
t_d_?\	t̪ˤ	t̪ˤ	pharyngealized_voiceless_dental_stop_consonant
t_>	tʼ	tʼ	voiceless_alveolar_ejective_stop_consonant
tK_$h	tɬʰ	tɬʰ	aspirated_voiceless_alveolar_lateral_affricate_consonant
^2^4^3	²⁴³	²⁴³	contour_from-mid-low_via-mid-high_to-mid_tone
^2^4^2	²⁴²	²⁴²	contour_from-mid-low_via-mid-high_to-mid-low_tone
M_x:	ɯ̽ː	ɯ̽ː	long_unrounded_near-close_near-back_vowel
!\!\	ǃǃ	ǃǃ	voiceless_retroflex_click_consonant
cC_$h	cçʰ	cçʰ	aspirated_voiceless_palatal_affricate_consonant
u0	u̥	u̥	devoiced_rounded_close_back_vowel
b_$h:	bʰː	bʰː	aspirated_long_voiced_bilabial_stop_consonant
M~	ɯ̃	ɯ̃	nasalized_unrounded_close_back_vowel
^1^5^2	¹⁵²	¹⁵²	contour_from-low_via-high_to-mid-low_tone
^5^5^2	⁵⁵²	⁵⁵²	falling_from-high_via-high_to-mid-low_tone
b0_$h	b̥ʰ	b̥ʰ	aspirated_devoiced_voiced_bilabial_stop_consonant
6:	ɐː	ɐː	long_unrounded_near-open_central_vowel
n`_0	ɳ̊	ɳ̊	devoiced_voiced_retroflex_nasal_consonant
_np	ⁿp	ⁿp	pre-nasalized_voiceless_bilabial_stop_consonant
^3^2^4	³²⁴	³²⁴	contour_from-mid_via-mid-low_to-mid-high_tone
{_k	æ̰	æ̰	creaky_unrounded_near-open_front_vowel
@\\~	ɘ̃	ɘ̃	nasalized_unrounded_close-mid_central_vowel
dZ_w	dʒʷ	dʒʷ	labialized_voiced_post-alveolar_sibilant_affricate_consonant
ø~:	ø̃ː	ø̃ː	long_nasalized_rounded_close-mid_front_vowel
d`z`	ɖʐ	ɖʐ	voiced_retroflex_sibilant_affricate_consonant
ø_o:	ø̞ː	ø̞ː	long_rounded_mid_front_vowel
V_(:	ʌ̯ː	ʌ̯ː	long_non-syllabic_unrounded_open-mid_back_vowel
^1^1^3	¹¹³	¹¹³	rising_from-low_via-low_to-mid_tone
^1^5^1	¹⁵¹	¹⁵¹	contour_from-low_via-high_to-low_tone
K_d	ɬ̪	ɬ̪	voiceless_dental_lateral_fricative_consonant
^5^5^1	⁵⁵¹	⁵⁵¹	falling_from-high_via-high_to-low_tone
b_w	bʷ	bʷ	labialized_voiced_bilabial_stop_consonant
d0_n	d̥ⁿ	d̥ⁿ	with-nasal-release_devoiced_voiced_alveolar_stop_consonant
_$?N||	ˀŋǁ	ˀŋǁ	pre-glottalized_voiced_lateral_nasal-click_consonant
r\=	ɹ̩	ɹ̩	syllabic_voiced_alveolar_approximant_consonant
N:	ŋː	ŋː	long_voiced_velar_nasal_consonant
M~:	ɯ̃ː	ɯ̃ː	long_nasalized_unrounded_close_back_vowel
^1^1	¹¹	¹¹	flat_from-low_to-low_tone
x_w	xʷ	xʷ	labialized_voiceless_velar_fricative_consonant
t_d_w	t̪ʷ	t̪ʷ	labialized_voiceless_dental_stop_consonant
d_d_h\	d̪ʱ	d̪ʱ	breathy_voiced_dental_stop_consonant
r_?\:	rˤː	rˤː	pharyngealized_long_voiced_alveolar_trill_consonant
K_d_>	ɬ̪ʼ	ɬ̪ʼ	voiceless_dental_ejective_lateral_fricative_consonant
g_h\	gʱ	gʱ	breathy_voiced_velar_stop_consonant
g=\	gǂ	gǂ	voiced_palatal_click_consonant
7~	ɤ̃	ɤ̃	nasalized_unrounded_close-mid_back_vowel
d_d_k	d̪̰	d̪̰	creaky_voiced_dental_stop_consonant
ø:\	øˑ	øˑ	mid-long_rounded_close-mid_front_vowel
^5^3	⁵³	⁵³	falling_from-high_to-mid_tone
@_k	ə̰	ə̰	creaky_unrounded_mid_central_vowel
e_o	e̞	e̞	unrounded_mid_front_vowel
7_o	ɤ̞	ɤ̞	unrounded_mid_back_vowel
M_x	ɯ̽	ɯ̽	unrounded_near-close_near-back_vowel
e_(	e̯	e̯	non-syllabic_unrounded_close-mid_front_vowel
a_(	a̯	a̯	non-syllabic_unrounded_open_front_vowel
I_k	ɪ̰	ɪ̰	creaky_unrounded_near-close_near-front_vowel
m0	m̥	m̥	devoiced_voiced_bilabial_nasal_consonant
^2^5^3	²⁵³	²⁵³	contour_from-mid-low_via-high_to-mid_tone
p:	pː	pː	long_voiceless_bilabial_stop_consonant
tc\_$h	tɕʰ	tɕʰ	aspirated_voiceless_alveolo-palatal_sibilant_affricate_consonant
t_d_n	t̪ⁿ	t̪ⁿ	with-nasal-release_voiceless_dental_stop_consonant
O~:	ɔ̃ː	ɔ̃ː	long_nasalized_rounded_open-mid_back_vowel
I_"	ɪ̈	ɪ̈	unrounded_near-close_central_vowel
m_w:	mʷː	mʷː	labialized_long_voiced_bilabial_nasal_consonant
k_v	k̬	k̬	revoiced_voiced_velar_stop_consonant
3~:	ɜ̃ː	ɜ̃ː	long_nasalized_unrounded_open-mid_central_vowel
Y~:	ʏ̃ː	ʏ̃ː	long_nasalized_rounded_near-close_near-front_vowel
z=	z̩	z̩	syllabic_voiced_alveolar_sibilant_fricative_consonant
N_0|\	ŋ̊ǀ	ŋ̊ǀ	devoiced_voiced_dental_nasal-click_consonant
_nt	ⁿt	ⁿt	pre-nasalized_voiceless_alveolar_stop_consonant
^3^2^3	³²³	³²³	contour_from-mid_via-mid-low_to-mid_tone
7_(	ɤ̯	ɤ̯	non-syllabic_unrounded_close-mid_back_vowel
kx	kx	kx	voiceless_velar_affricate_consonant
^5^2^4	⁵²⁴	⁵²⁴	contour_from-high_via-mid-low_to-mid-high_tone
_ngO\[?]	ⁿgʘ	ⁿgʘ	pre-nasalized_voiced_labial_click_consonant
^3^4^4	³⁴⁴	³⁴⁴	rising_from-mid_via-mid-high_to-mid-high_tone
n:	nː	nː	long_voiced_alveolar_nasal_consonant
&:	ɶː	ɶː	long_rounded_open_front_vowel
{::	æːː	æːː	ultra-long_unrounded_near-open_front_vowel
M0~	ɯ̥̃	ɯ̥̃	nasalized_devoiced_unrounded_close_back_vowel
e_t	e̤	e̤	breathy_unrounded_close-mid_front_vowel
^1^5^5	¹⁵⁵	¹⁵⁵	rising_from-low_via-high_to-high_tone
k:	kː	kː	long_voiceless_velar_stop_consonant
n_N	n̼	n̼	voiced_linguolabial_nasal_consonant
^4^2^2	⁴²²	⁴²²	falling_from-mid-high_via-mid-low_to-mid-low_tone
I_"~	ɪ̈̃	ɪ̈̃	nasalized_unrounded_near-close_central_vowel
e:\	eˑ	eˑ	mid-long_unrounded_close-mid_front_vowel
^3^5^3	³⁵³	³⁵³	contour_from-mid_via-high_to-mid_tone
r`_h\	ɽʱ	ɽʱ	breathy_voiced_retroflex_tap_consonant
ɨ~	ɨ̃	ɨ̃	nasalized_unrounded_close_central_vowel
^5^1^1	⁵¹¹	⁵¹¹	falling_from-high_via-low_to-low_tone
^3^1	³¹	³¹	falling_from-mid_to-low_tone
_$?N|\	ˀŋǀ	ˀŋǀ	pre-glottalized_voiced_dental_nasal-click_consonant
^4^2^4	⁴²⁴	⁴²⁴	contour_from-mid-high_via-mid-low_to-mid-high_tone
^1^2^1	¹²¹	¹²¹	contour_from-low_via-mid-low_to-low_tone
n_m	n̻	n̻	voiced_laminal_alveolar_nasal_consonant
t;_$h	tʲʰ	tʲʰ	palatalized_aspirated_voiceless_alveolar_stop_consonant
_ng!\!\	ⁿgǃǃ	ⁿgǃǃ	pre-nasalized_voiced_retroflex_click_consonant
^1^4^1	¹⁴¹	¹⁴¹	contour_from-low_via-mid-high_to-low_tone
V~:	ʌ̃ː	ʌ̃ː	long_nasalized_unrounded_open-mid_back_vowel
^2^5^2	²⁵²	²⁵²	contour_from-mid-low_via-high_to-mid-low_tone
pp\	pɸ	pɸ	voiceless_bilabial_affricate_consonant
d_d_$G	d̪ˠ	d̪ˠ	velarized_voiced_dental_stop_consonant
3\_o:	ɞ̞ː	ɞ̞ː	long_rounded_near-open_central_vowel
_ng|\	ⁿgǀ	ⁿgǀ	pre-nasalized_voiced_dental_click_consonant
^4^5	⁴⁵	⁴⁵	rising_from-mid-high_to-high_tone
gG	gɣ	gɣ	voiced_velar_affricate_consonant
_nd_N	ⁿd̼	ⁿd̼	pre-nasalized_voiced_linguolabial_stop_consonant
t_$h	tʰ	tʰ	aspirated_voiceless_alveolar_stop_consonant
^1^5^4	¹⁵⁴	¹⁵⁴	contour_from-low_via-high_to-mid-high_tone
d_h\	dʱ	dʱ	breathy_voiced_alveolar_stop_consonant
r_d:	r̪ː	r̪ː	long_voiced_dental_trill_consonant
}~	ʉ̃	ʉ̃	nasalized_rounded_close_central_vowel
U_":	ʊ̈ː	ʊ̈ː	long_rounded_near-close_central_vowel
T:	θː	θː	long_voiceless_dental_fricative_consonant
d_d	d̪	d̪	voiced_dental_stop_consonant
_ndZ	ⁿdʒ	ⁿdʒ	pre-nasalized_voiced_post-alveolar_affricate_consonant
^5^4^4	⁵⁴⁴	⁵⁴⁴	falling_from-high_via-mid-high_to-mid-high_tone
s_m	s̻	s̻	voiceless_laminal_alveolar_sibilant_fricative_consonant
ts_d_>	ts̪ʼ	ts̪ʼ	voiceless_dental_ejective_sibilant_affricate_consonant
j~	j̃	j̃	nasalized_voiced_palatal_approximant_consonant
pf_>	pfʼ	pfʼ	voiceless_labio-dental_ejective_affricate_consonant
tK	tɬ	tɬ	voiceless_alveolar_lateral_affricate_consonant
l_N	l̼	l̼	voiced_linguolabial_lateral_approximant_consonant
n`_=	ɳ̍	ɳ̍	syllabic_voiced_retroflex_nasal_consonant
l_d0	l̪̥	l̪̥	devoiced_voiced_dental_lateral_approximant_consonant
l_d;	l̪ʲ	l̪ʲ	palatalized_voiced_dental_lateral_approximant_consonant
T_v	θ̬	θ̬	revoiced_voiceless_dental_fricative_consonant
^3^4^1	³⁴¹	³⁴¹	contour_from-mid_via-mid-high_to-low_tone
l_m	l̻	l̻	voiced_laminal_alveolar_lateral_approximant_consonant
9~:	œ̃ː	œ̃ː	long_nasalized_rounded_open-mid_front_vowel
ts_d;	ts̪ʲ	ts̪ʲ	palatalized_voiceless_dental_sibilant_affricate_consonant
m=	m̩	m̩	syllabic_voiced_bilabial_nasal_consonant
8_o~	ɵ̞̃	ɵ̞̃	nasalized_rounded_mid_central_vowel
@~:	ə̃ː	ə̃ː	long_nasalized_unrounded_mid_central_vowel
N\=	ɴ̩	ɴ̩	syllabic_voiced_uvular_nasal_consonant
pf_$h	pfʰ	pfʰ	aspirated_voiceless_labio-dental_affricate_consonant
dz\:	dʑː	dʑː	long_voiced_alveolo-palatal_sibilant_affricate_consonant
N|\	ŋǀ	ŋǀ	voiced_dental_nasal-click_consonant
V:	ʌː	ʌː	long_unrounded_open-mid_back_vowel
ts_d	ts̪	ts̪	voiceless_dental_sibilant_affricate_consonant
T_N	θ̼	θ̼	voiceless_linguolabial_fricative_consonant
m_w	mʷ	mʷ	labialized_voiced_bilabial_nasal_consonant
U_(	ʊ̯	ʊ̯	non-syllabic_rounded_near-close_near-back_vowel
X_>	χʼ	χʼ	voiceless_uvular_ejective_fricative_consonant
^2^2	²²	²²	flat_from-mid-low_to-mid-low_tone
d_d0_}	d̪̥̚	d̪̥̚	unreleased_devoiced_voiced_dental_stop_consonant
k_$h	kʰ	kʰ	aspirated_voiceless_velar_stop_consonant
^1^2^2	¹²²	¹²²	rising_from-low_via-mid-low_to-mid-low_tone
s_v	s̬	s̬	revoiced_voiceless_alveolar_sibilant_fricative_consonant
6~	ɐ̃	ɐ̃	nasalized_unrounded_near-open_central_vowel
o0	o̥	o̥	devoiced_rounded_close-mid_back_vowel
^3^4^2	³⁴²	³⁴²	contour_from-mid_via-mid-high_to-mid-low_tone
f_$G	fˠ	fˠ	velarized_voiceless_labio-dental_fricative_consonant
l_-;	l̠ʲ	l̠ʲ	palatalized_voiced_post-alveolar_lateral_approximant_consonant
a_X	ă	ă	ultra-short_unrounded_open_front_vowel
O:	ɔː	ɔː	long_rounded_open-mid_back_vowel
ø_o	ø̞	ø̞	rounded_mid_front_vowel
t`s`:	ʈʂː	ʈʂː	long_voiced_retroflex_sibilant_affricate_consonant
