Grapheme	IPA	BIPA	CLTS_Name
k_w_>:	kʷʼː	k’ʷː	labialized_long_voiceless_velar_ejective_stop_consonant
k_w_$h:	kʷʰː	kʷʰː	labialized_aspirated_long_voiceless_velar_stop_consonant
ts_$h:	tsʰː	tsʰː	aspirated_long_voiceless_alveolar_sibilant_affricate_consonant
M_X	ɯ̆	ɯ̆	ultra-short_unrounded_close_back_vowel
o:u	oːu	oːu	from_long_rounded_close-mid_back_to_rounded_close_back_diphthong
y_X	y̆	y̆	ultra-short_rounded_close_front_vowel
_$hts	ʰts	ʰts	from_pre-aspirated_voiceless_alveolar_stop_to_voiceless_alveolar_sibilant_fricative_cluster
_$hq	ʰq	ʰq	pre-aspirated_voiceless_uvular_stop_consonant
l\:	ɺː	ɺː	long_voiced_alveolar_lateral_tap_consonant
z_o=~_$G	z̞̩̃ˠ	z̞̩̃ˠ	lowered_syllabic_nasalized_velarized_voiced_alveolar_sibilant_fricative_consonant
z_o=_$G	z̞̩ˠ	z̞̩ˠ	lowered_syllabic_velarized_voiced_alveolar_sibilant_fricative_consonant
I_-	ɪ̠	ɪ̠	retracted_unrounded_near-close_near-front_vowel
3I_(	ɜɪ̯	ɜɪ̯	from_unrounded_open-mid_central_to_non-syllabic_unrounded_near-close_near-front_diphthong
g\\b=	ɡb̩	gb̩	from_voiced_velar_stop_to_syllabic_voiced_bilabial_stop_cluster
cC_w_$h	cçʷʰ	cçʷʰ	labialized_aspirated_voiceless_palatal_affricate_consonant
_$?d_d	ˀd̪	ˀd̪	pre-glottalized_voiced_dental_stop_consonant
M_o_(	ɯ̞̯	ɯ̞̯	non-syllabic_lowered_unrounded_close_back_vowel
p\~	ɸ̃	ɸ̃	nasalized_voiceless_bilabial_fricative_consonant
N:\	ŋˑ	ŋˑ	mid-long_voiced_velar_nasal_consonant
n_m;	n̻ʲ	n̻ʲ	palatalized_voiced_laminal_alveolar_nasal_consonant
d_m;	d̻ʲ	d̻ʲ	palatalized_voiced_laminal_alveolar_stop_consonant
t_m;	t̻ʲ	t̻ʲ	palatalized_voiceless_laminal_alveolar_stop_consonant
t_m:	t̻ː	t̻ː	long_voiceless_laminal_alveolar_stop_consonant
n_m:	n̻ː	n̻ː	long_voiced_laminal_alveolar_nasal_consonant
d_m:	d̻ː	d̻ː	long_voiced_laminal_alveolar_stop_consonant
t_m_$h:	t̻ʰː	t̻ʰː	aspirated_long_voiceless_laminal_alveolar_stop_consonant
l_m:	l̻ː	l̻ː	long_voiced_laminal_alveolar_lateral_approximant_consonant
Oo_(	ɔo̯	ɔo̯	from_rounded_open-mid_back_to_non-syllabic_rounded_close-mid_back_diphthong
d_d_t:	d̪̤ː	d̪ʱː	long_breathy_voiced_dental_stop_consonant
g\\_t:	ɡ̤ː	gʱː	long_breathy_voiced_velar_stop_consonant
{e_(	æe̯	æe̯	from_unrounded_near-open_front_to_non-syllabic_unrounded_close-mid_front_diphthong
d`_t:	ɖ̤ː	ɖʱː	long_breathy_voiced_retroflex_stop_consonant
d_-Z_t:	d̠ʒ̤ː	dʒʱː	long_breathy_voiced_post-alveolar_sibilant_affricate_consonant
b_t:	b̤ː	bʱː	long_breathy_voiced_bilabial_stop_consonant
io:	ioː	ioː	from_unrounded_close_front_to_long_rounded_close-mid_back_diphthong
i{	iæ	iæ	from_unrounded_close_front_to_unrounded_near-open_front_diphthong
i_q:	i̙ː	i̙ː	long_retracted-tongue-root_unrounded_close_front_vowel
g\\_n	ɡⁿ	gⁿ	with-nasal-release_voiced_velar_stop_consonant
d_-_n	d̠ⁿ	d̠ⁿ	with-nasal-release_voiced_post-alveolar_stop_consonant
d`_n	ɖⁿ	ɖⁿ	with-nasal-release_voiced_retroflex_stop_consonant
6_?\	ɐˤ	ɐˤ	pharyngealized_unrounded_near-open_central_vowel
3i	ɜi	ɜi	from_unrounded_open-mid_central_to_unrounded_close_front_diphthong
s_d_w:	s̪ʷː	s̪ʷː	labialized_long_voiceless_dental_sibilant_fricative_consonant
qX_w_?\_>	qχʷˤʼ	qχ’ʷˤ	labialized_pharyngealized_voiceless_uvular_ejective_affricate_consonant
X_?\:	χˤː	χˤː	pharyngealized_long_voiceless_uvular_fricative_consonant
t_dK_d_w_$h	t̪ɬ̪ʷʰ	tɬ̪ʷʰ	labialized_aspirated_voiceless_dental_lateral_affricate_consonant
t_dK_d_w_>	t̪ɬ̪ʷʼ	tɬ̪’ʷ	labialized_voiceless_dental_ejective_lateral_affricate_consonant
qX_?\	qχˤ	qχˤ	pharyngealized_voiceless_uvular_affricate_consonant
z_d_w	z̪ʷ	z̪ʷ	labialized_voiced_dental_sibilant_fricative_consonant
qX_?\:	qχˤː	qχˤː	pharyngealized_long_voiceless_uvular_affricate_consonant
X_w_?\:	χʷˤː	χʷˤː	labialized_pharyngealized_long_voiceless_uvular_fricative_consonant
qX_?\_>	qχˤʼ	qχ’ˤ	pharyngealized_voiceless_uvular_ejective_affricate_consonant
qX_w_?\	qχʷˤ	qχʷˤ	labialized_pharyngealized_voiceless_uvular_affricate_consonant
kx_>:	kxʼː	kx’ː	long_voiceless_velar_ejective_affricate_consonant
qX:	qχː	qχː	long_voiceless_uvular_affricate_consonant
t_dK_d_>:	t̪ɬ̪ʼː	tɬ̪’ː	long_voiceless_dental_ejective_lateral_affricate_consonant
t_dK_d:	t̪ɬ̪ː	tɬ̪ː	long_voiceless_dental_lateral_affricate_consonant
kx:	kxː	kxː	long_voiceless_velar_affricate_consonant
n_ds_d	n̪s̪	n̪s̪	from_voiced_dental_nasal_to_voiceless_dental_sibilant_fricative_cluster
Eo_o	ɛo̞	ɛo̞	from_unrounded_open-mid_front_to_rounded_mid_back_diphthong
E~O~	ɛ̃ɔ̃	ɛ̃ɔ̃	from_nasalized_unrounded_open-mid_front_to_nasalized_rounded_open-mid_back_diphthong
A~O~	ɑ̃ɔ̃	ɑ̃ɔ̃	from_nasalized_unrounded_open_back_to_nasalized_rounded_open-mid_back_diphthong
t_ds_d_$?	t̪s̪ˀ	ts̪ˀ	glottalized_voiceless_dental_sibilant_affricate_consonant
kK	kɬ	kɬ	from_voiceless_velar_stop_to_voiceless_alveolar_lateral_fricative_cluster
M_t@_t	ɯ̤ə̤	ɯ̤ə̤	from_breathy_unrounded_close_back_to_breathy_unrounded_mid_central_diphthong
i_t@_t	i̤ə̤	i̤ə̤	from_breathy_unrounded_close_front_to_breathy_unrounded_mid_central_diphthong
t_d_$G_$h	t̪ˠʰ	t̪ʰˠ	aspirated_velarized_voiceless_dental_stop_consonant
kx_w_$h	kxʷʰ	kxʷʰ	labialized_aspirated_voiceless_velar_affricate_consonant
n_dd_d;	n̪d̪ʲ	n̪d̪ʲ	from_voiced_dental_nasal_to_palatalized_voiced_dental_stop_cluster
n_-t_-S_$h	n̠t̠ʃʰ	n̠tʃʰ	from_retracted_voiced_alveolar_nasal_to_aspirated_voiceless_post-alveolar_sibilant_affricate_cluster
n`t`s`_$h	ɳʈʂʰ	ɳʈʂʰ	from_voiced_retroflex_nasal_to_aspirated_voiceless_retroflex_sibilant_affricate_cluster
N\q_$h	ɴqʰ	ɴqʰ	from_voiced_uvular_nasal_to_aspirated_voiceless_uvular_stop_cluster
n_dt_ds_d_$h	n̪t̪s̪ʰ	n̪ts̪ʰ	from_voiced_dental_nasal_to_aspirated_voiceless_dental_affricate_cluster
EM	ɛɯ	ɛɯ	from_unrounded_open-mid_front_to_unrounded_close_back_diphthong
d_<_-	ɗ̠	ɗ̠	retracted_voiced_dental_implosive_consonant
g\\_l	ɡˡ	gˡ	with-lateral-release_voiced_velar_stop_consonant
ia_+	ia̟	ia̟	from_unrounded_close_front_to_advanced_unrounded_open_front_diphthong
@M	əɯ	əɯ	from_unrounded_mid_central_to_unrounded_close_back_diphthong
j_+	j̟	j̟	advanced_voiced_palatal_approximant_consonant
o_o0	o̞̥	o̞̥	devoiced_rounded_mid_back_vowel
e_o0	e̞̥	e̞̥	devoiced_unrounded_mid_front_vowel
n_-t_-	n̠t̠	n̠t̠	from_retracted_voiced_alveolar_nasal_to_voiceless_post-alveolar_stop_cluster
4_k	ɾ̰	ɾ̰	creaky_voiced_alveolar_tap_consonant
ts_$?	tsˀ	tsˀ	glottalized_voiceless_alveolar_sibilant_affricate_consonant
K_d;_>	ɬ̪ʲʼ	ɬ̪’ʲ	palatalized_voiceless_dental_ejective_lateral_fricative_consonant
o_+	o̟	o̟	advanced_rounded_close-mid_back_vowel
e_o@	e̞ə	e̞ə	from_unrounded_mid_front_to_unrounded_mid_central_diphthong
a_+i	a̟i	a̟i	from_advanced_unrounded_open_front_to_unrounded_close_front_diphthong
c\_>	ɕʼ	ɕ’	voiceless_alveolo-palatal_ejective_sibilant_fricative_consonant
s`_>	ʂʼ	ʂ’	voiceless_retroflex_ejective_sibilant_fricative_consonant
s_d_$?	s̪ˀ	s̪ˀ	glottalized_voiceless_dental_sibilant_fricative_consonant
6_O_X	ɐ̹̆	ɞ̞̆	ultra-short_rounded_near-open_central_vowel
6_X	ɐ̆	ɐ̆	ultra-short_unrounded_near-open_central_vowel
}_X	ʉ̆	ʉ̆	ultra-short_rounded_close_central_vowel
ao_o_?\	ao̞ˤ	ao̞ˤ	from_unrounded_open_front_to_pharyngealized_rounded_mid_back_diphthong
dz_$G	dzˠ	dzˠ	velarized_voiced_alveolar_sibilant_affricate_consonant
ts_$G	tsˠ	tsˠ	velarized_voiceless_alveolar_sibilant_affricate_consonant
o_o_?\:	o̞ˤː	o̞ˤː	long_pharyngealized_rounded_mid_back_vowel
ae_o_?\	ae̞ˤ	ae̞ˤ	from_unrounded_open_front_to_pharyngealized_unrounded_mid_front_diphthong
N_?\	ŋˤ	ŋˤ	pharyngealized_voiced_velar_nasal_consonant
o_oi_?\	o̞iˤ	o̞iˤ	from_rounded_mid_back_to_pharyngealized_unrounded_close_front_diphthong
t_-S_$G	t̠ʃˠ	tʃˠ	velarized_voiceless_post-alveolar_sibilant_affricate_consonant
d_-Z_$G	d̠ʒˠ	dʒˠ	velarized_voiced_post-alveolar_sibilant_affricate_consonant
o_oe_o	o̞e̞	o̞e̞	from_rounded_mid_back_to_unrounded_mid_front_diphthong
O~_?\:	ɔ̃ˤː	ɔ̃ˤː	long_pharyngealized_nasalized_rounded_open-mid_back_vowel
o_oa_?\	o̞aˤ	o̞aˤ	from_rounded_mid_back_to_pharyngealized_unrounded_open_front_diphthong
t_ds_d_w:	t̪s̪ʷː	ts̪ʷː	labialized_long_voiceless_dental_sibilant_affricate_consonant
t_-S_w:	t̠ʃʷː	tʃʷː	labialized_long_voiceless_post-alveolar_sibilant_affricate_consonant
ø_-	ø̠	ø̠	retracted_rounded_close-mid_front_vowel
e_o_k	e̞̰	e̞̰	creaky_unrounded_mid_front_vowel
o_o_k	o̞̰	o̞̰	creaky_rounded_mid_back_vowel
l\_-_k	ɺ̠̰	ɺ̠̰	retracted_creaky_voiced_alveolar_lateral_tap_consonant
h_$?	hˀ	hˀ	glottalized_voiceless_glottal_fricative_consonant
k!\x_$h	kǃxʰ	ǃxʰ	from_voiceless_alveolar_click_to_aspirated_voiceless_velar_fricative_cluster
k!\_-x_$h	kǃ̠xʰ	ǃ̠xʰ	from_retracted_voiceless_alveolar_click_to_aspirated_voiceless_velar_fricative_cluster
p\_o	ɸ̞	ɸ̞	lowered_voiceless_bilabial_fricative_consonant
d_dz_d_t	d̪z̪̤	dz̪ʱ	breathy_voiced_dental_sibilant_affricate_consonant
Ie_o	ɪe̞	ɪe̞	from_unrounded_near-close_near-front_to_unrounded_mid_front_diphthong
Oy	ɔy	ɔy	from_rounded_open-mid_back_to_rounded_close_front_diphthong
øy	øy	øy	from_rounded_close-mid_front_to_rounded_close_front_diphthong
{}	æʉ	æʉ	from_unrounded_near-open_front_to_rounded_close_central_diphthong
Q_r	ɒ̝	ɒ̝	raised_rounded_open_back_vowel
U_X	ʊ̆	ʊ̆	ultra-short_rounded_near-close_near-back_vowel
I_X	ɪ̆	ɪ̆	ultra-short_unrounded_near-close_near-front_vowel
M_o_X	ɯ̞̆	ɯ̞̆	ultra-short_lowered_unrounded_close_back_vowel
_$hs_d	ʰs̪	ʰs̪	pre-aspirated_voiceless_dental_sibilant_fricative_consonant
_$hS	ʰʃ	ʰʃ	pre-aspirated_voiceless_post-alveolar_sibilant_fricative_consonant
d_-_k	d̠̰	d̠̰	creaky_voiced_post-alveolar_stop_consonant
M_ti_t	ɯ̤i̤	ɯ̤i̤	from_breathy_unrounded_close_back_to_breathy_unrounded_close_front_diphthong
l_-_t	l̠̤	l̠ʱ	breathy_voiced_post-alveolar_lateral_approximant_consonant
i_ta_t	i̤a̤	i̤a̤	from_breathy_unrounded_close_front_to_breathy_unrounded_open_front_diphthong
n_-_t	n̠̤	n̠ʱ	retracted_breathy_voiced_alveolar_nasal_consonant
7_ti_t	ɤ̤i̤	ɤ̤i̤	from_breathy_unrounded_close-mid_back_to_breathy_unrounded_close_front_diphthong
i_tE_t	i̤ɛ̤	i̤ɛ̤	from_breathy_unrounded_close_front_to_breathy_unrounded_open-mid_front_diphthong
O_ti_t	ɔ̤i̤	ɔ̤i̤	from_breathy_rounded_open-mid_back_to_breathy_unrounded_close_front_diphthong
7i	ɤi	ɤi	from_unrounded_close-mid_back_to_unrounded_close_front_diphthong
a_tM_t	a̤ɯ̤	a̤ɯ̤	from_breathy_unrounded_open_front_to_breathy_unrounded_close_back_diphthong
a_ti_t	a̤i̤	a̤i̤	from_breathy_unrounded_open_front_to_breathy_unrounded_close_front_diphthong
o_ti_t	o̤i̤	o̤i̤	from_breathy_rounded_close-mid_back_to_breathy_unrounded_close_front_diphthong
io_o	io̞	io̞	from_unrounded_close_front_to_rounded_mid_back_diphthong
e_oa	e̞a	e̞a	from_unrounded_mid_front_to_unrounded_open_front_diphthong
G\_w_?\	ɢʷˤ	ɢʷˤ	labialized_pharyngealized_voiced_uvular_stop_consonant
q_?\_$h	qˤʰ	qʰˤ	aspirated_pharyngealized_voiceless_uvular_stop_consonant
q_w_?\_>	qʷˤʼ	q’ʷˤ	labialized_pharyngealized_voiceless_uvular_ejective_stop_consonant
q_w_?\_$h	qʷˤʰ	qʷʰˤ	labialized_aspirated_pharyngealized_voiceless_uvular_stop_consonant
g\\!\_-	ɡǃ̠	gǃ̠	retracted_voiced_alveolar_click_consonant
k!\_-_$?	kǃ̠ˀ	ǃ̠ˀ	retracted_glottalized_voiceless_alveolar_click_consonant
yø_o	yø̞	yø̞	from_rounded_close_front_to_rounded_mid_front_diphthong
r_d_k	r̪̰	r̪̰	creaky_voiced_dental_trill_consonant
R_o_k_w	ʁ̞̰ʷ	ʁ̞̰ʷ	labialized_creaky_voiced_uvular_approximant_consonant
q_w_$?	qʷˀ	qʷˀ	labialized_glottalized_voiceless_uvular_stop_consonant
t_dK_d_$?	t̪ɬ̪ˀ	tɬ̪ˀ	glottalized_voiceless_dental_lateral_affricate_consonant
q_$?	qˀ	qˀ	glottalized_voiceless_uvular_stop_consonant
R_o_w	ʁ̞ʷ	ʁ̞ʷ	labialized_voiced_uvular_approximant_consonant
B_o;	β̞ʲ	β̞ʲ	palatalized_voiced_bilabial_approximant_consonant
t`_$?	ʈˀ	ʈˀ	glottalized_voiceless_retroflex_stop_consonant
d`_k	ɖ̰	ɖ̰	creaky_voiced_retroflex_stop_consonant
}_o	ʉ̞	ʉ̞	lowered_rounded_close_central_vowel
A_r	ɑ̝	ɑ̝	raised_unrounded_open_back_vowel
n_dd_d_w	n̪d̪ʷ	n̪d̪ʷ	from_voiced_dental_nasal_to_labialized_voiced_dental_stop_cluster
G_k	ɣ̰	ɣ̰	creaky_voiced_velar_fricative_consonant
X_w_>	χʷʼ	χ’ʷ	labialized_voiceless_uvular_ejective_fricative_consonant
x_w_>	xʷʼ	x’ʷ	labialized_voiceless_velar_ejective_fricative_consonant
u_?\:	uˤː	uˤː	long_pharyngealized_rounded_close_back_vowel
i_?\:	iˤː	iˤː	long_pharyngealized_unrounded_close_front_vowel
JJ\j\\	ɲɟʝ	ɲɟʝ	from_voiced_palatal_nasal_to_voiced_palatal_affricate_cluster
B_o_$G	β̞ˠ	β̞ˠ	velarized_voiced_bilabial_approximant_consonant
MV	ɯʌ	ɯʌ	from_unrounded_close_back_to_unrounded_open-mid_back_diphthong
iV	iʌ	iʌ	from_unrounded_close_front_to_unrounded_open-mid_back_diphthong
z`_k	ʐ̰	ʐ̰	creaky_voiced_retroflex_sibilant_fricative_consonant
e_o_-	e̞̠	e̞̠	retracted_unrounded_mid_front_vowel
o_o_+	o̞̟	o̞̟	advanced_rounded_mid_back_vowel
r_d_$G	r̪ˠ	r̪ˠ	velarized_voiced_dental_trill_consonant
?_v	ʔ̬	ʔ̬	revoiced_voiceless_glottal_stop_consonant
7_o_+~	ɤ̞̟̃	ɤ̞̟̃	advanced_nasalized_unrounded_mid_back_vowel
Ff_w	ɱfʷ	ɱfʷ	from_voiced_labio-dental_nasal_to_labialized_voiceless_labio-dental_fricative_cluster
n_-S_w	n̠ʃʷ	n̠ʃʷ	from_retracted_voiced_alveolar_nasal_to_labialized_voiceless_post-alveolar_sibilant_fricative_cluster
mv	mv	mv	from_voiced_bilabial_nasal_to_voiced_labio-dental_fricative_cluster
g\\b_?\	ɡbˤ	gbˤ	from_voiced_velar_stop_to_pharyngealized_voiced_bilabial_stop_cluster
kp_?\	kpˤ	kpˤ	from_voiceless_velar_stop_to_pharyngealized_voiceless_bilabial_stop_cluster
g_<0_w	ɠ̥ʷ	ɠ̥ʷ	labialized_devoiced_voiced_velar_implosive_consonant
g_<0;	ɠ̥ʲ	ɠ̥ʲ	palatalized_devoiced_voiced_velar_implosive_consonant
a_$G	aˠ	aˠ	velarized_unrounded_open_front_vowel
I_$G	ɪˠ	ɪˠ	velarized_unrounded_near-close_near-front_vowel
E_$G	ɛˠ	ɛˠ	velarized_unrounded_open-mid_front_vowel
a_-:	a̠ː	a̠ː	long_retracted_unrounded_open_front_vowel
j_?\	jˤ	jˤ	pharyngealized_voiced_palatal_approximant_consonant
k|\_w	kǀʷ	ǀʷ	labialized_voiceless_dental_click_consonant
k|\_$h_w	kǀʰʷ	ǀʷʰ	labialized_aspirated_voiceless_dental_click_consonant
r\_?\	ɹˤ	ɹˤ	pharyngealized_voiced_alveolar_approximant_consonant
?\_w_>	ʕʷʼ	ʕ’ʷ	labialized_voiced_pharyngeal_ejective_fricative_consonant
r\_k_?\	ɹ̰ˤ	ɹ̰ˤ	pharyngealized_creaky_voiced_alveolar_approximant_consonant
_$?t	ˀt	ˀt	pre-glottalized_voiceless_alveolar_stop_consonant
Nb	ŋb	ŋb	from_voiced_velar_nasal_to_voiced_bilabial_stop_cluster
Jc;	ɲcʲ	ɲcʲ	from_voiced_palatal_nasal_to_palatalized_voiceless_palatal_stop_cluster
_$?d_<	ˀɗ	ˀɗ	pre-glottalized_voiced_dental_implosive_consonant
_$?J\	ˀɟ	ˀɟ	pre-glottalized_voiced_palatal_stop_consonant
dz~	dz̃	dz̃	nasalized_voiced_alveolar_sibilant_affricate_consonant
p~	p̃	p̃	nasalized_voiceless_bilabial_stop_consonant
t~	t̃	t̃	nasalized_voiceless_alveolar_stop_consonant
b~_w	b̃ʷ	b̃ʷ	nasalized_labialized_voiced_bilabial_stop_consonant
k~_w	k̃ʷ	k̃ʷ	nasalized_labialized_voiceless_velar_stop_consonant
z~	z̃	z̃	nasalized_voiced_alveolar_sibilant_fricative_consonant
m~_w	m̃ʷ	m̃ʷ	nasalized_labialized_voiced_bilabial_nasal_consonant
oe_o	oe̞	oe̞	from_rounded_close-mid_back_to_unrounded_mid_front_diphthong
8_t:	ɵ̤ː	ɵ̤ː	long_breathy_rounded_close-mid_central_vowel
n0S	n̥ʃ	n̥ʃ	from_devoiced_voiced_alveolar_nasal_to_voiceless_post-alveolar_sibilant_fricative_cluster
n_-0t_-S	n̠̥t̠ʃ	n̠̥tʃ	from_retracted_devoiced_voiced_alveolar_nasal_to_voiceless_post-alveolar_sibilant_affricate_cluster
b_m	b̻	b̻	voiced_laminal_bilabial_stop_consonant
k_m	k̻	k̻	voiceless_laminal_velar_stop_consonant
p_m	p̻	p̻	voiceless_laminal_bilabial_stop_consonant
t_as_a	t̺s̺	t̺s̺	from_voiceless_apical_alveolar_stop_to_voiceless_apical_alveolar_sibilant_fricative_cluster
o$`	o˞	o˞	rhotacized_rounded_close-mid_back_vowel
r_a	r̺	r̺	voiced_apical_alveolar_trill_consonant
n_a	n̺	n̺	voiced_apical_alveolar_nasal_consonant
Ia	ɪa	ɪa	from_unrounded_near-close_near-front_to_unrounded_open_front_diphthong
IV	ɪʌ	ɪʌ	from_unrounded_near-close_near-front_to_unrounded_open-mid_back_diphthong
{e	æe	æe	from_unrounded_near-open_front_to_unrounded_close-mid_front_diphthong
Ue	ʊe	ʊe	from_rounded_near-close_near-back_to_unrounded_close-mid_front_diphthong
M_t:	ɯ̤ː	ɯ̤ː	long_breathy_unrounded_close_back_vowel
i_ta	i̤a	i̤a	from_breathy_unrounded_close_front_to_unrounded_open_front_diphthong
7_t:	ɤ̤ː	ɤ̤ː	long_breathy_unrounded_close-mid_back_vowel
A_t:	ɑ̤ː	ɑ̤ː	long_breathy_unrounded_open_back_vowel
M_ta	ɯ̤a	ɯ̤a	from_breathy_unrounded_close_back_to_unrounded_open_front_diphthong
?\_k_w	ʕ̰ʷ	ʕ̰ʷ	labialized_creaky_voiced_pharyngeal_fricative_consonant
?\_k	ʕ̰	ʕ̰	creaky_voiced_pharyngeal_fricative_consonant
r_k	r̰	r̰	creaky_voiced_alveolar_trill_consonant
p_w_$G	pʷˠ	pʷˠ	labialized_velarized_voiceless_bilabial_stop_consonant
r\`:	ɻː	ɻː	long_voiced_retroflex_approximant_consonant
J\=_k	ɟ̩̰	ɟ̰̩	syllabic_creaky_voiced_palatal_stop_consonant
f_k	f̰	f̰	creaky_voiceless_labio-dental_fricative_consonant
T_k	θ̰	θ̰	creaky_voiceless_dental_fricative_consonant
t_ks_k	t̰s̰	t̰s̰	from_creaky_voiceless_alveolar_stop_to_creaky_voiceless_alveolar_sibilant_fricative_cluster
t_-S_a_$h	t̠ʃ̺ʰ	tʃ̺ʰ	aspirated_voiceless_apical_post-alveolar_sibilant_affricate_consonant
ye	ye	ye	from_rounded_close_front_to_unrounded_close-mid_front_diphthong
S_a	ʃ̺	ʃ̺	voiceless_apical_post-alveolar_sibilant_fricative_consonant
OE	ɔɛ	ɔɛ	from_rounded_open-mid_back_to_unrounded_open-mid_front_diphthong
EI	ɛɪ	ɛɪ	from_unrounded_open-mid_front_to_unrounded_near-close_near-front_diphthong
9y	œy	œy	from_rounded_open-mid_front_to_rounded_close_front_diphthong
_$?j_k	ˀj̰	ˀj̰	pre-glottalized_creaky_voiced_palatal_approximant_consonant
_$?w_k	ˀw̰	ˀw̰	pre-glottalized_creaky_voiced_labio-velar_approximant_consonant
oi_(	oi̯	oi̯	from_rounded_close-mid_back_to_non-syllabic_unrounded_close_front_diphthong
au_(	au̯	au̯	from_unrounded_open_front_to_non-syllabic_rounded_close_back_diphthong
ei_(	ei̯	ei̯	from_unrounded_close-mid_front_to_non-syllabic_unrounded_close_front_diphthong
ou_(	ou̯	ou̯	from_rounded_close-mid_back_to_non-syllabic_rounded_close_back_diphthong
ui_(	ui̯	ui̯	from_rounded_close_back_to_non-syllabic_unrounded_close_front_diphthong
eu_(	eu̯	eu̯	from_unrounded_close-mid_front_to_non-syllabic_rounded_close_back_diphthong
e_$?	eˀ	eˀ	glottalized_unrounded_close-mid_front_vowel
a_$?	aˀ	aˀ	glottalized_unrounded_open_front_vowel
o_$?	oˀ	oˀ	glottalized_rounded_close-mid_back_vowel
i_$?	iˀ	iˀ	glottalized_unrounded_close_front_vowel
u_$?	uˀ	uˀ	glottalized_rounded_close_back_vowel
6u	ɐu	ɐu	from_unrounded_near-open_central_to_rounded_close_back_diphthong
6i	ɐi	ɐi	from_unrounded_near-open_central_to_unrounded_close_front_diphthong
w_o	w̞	w̞	lowered_voiced_labio-velar_approximant_consonant
EU	ɛʊ	ɛʊ	from_unrounded_open-mid_front_to_rounded_near-close_near-back_diphthong
O@	ɔə	ɔə	from_rounded_open-mid_back_to_unrounded_mid_central_diphthong
E~@	ɛ̃ə	ɛ̃ə	from_nasalized_unrounded_open-mid_front_to_unrounded_mid_central_diphthong
M~@	ɯ̃ə	ɯ̃ə	from_nasalized_unrounded_close_back_to_unrounded_mid_central_diphthong
V@	ʌə	ʌə	from_unrounded_open-mid_back_to_unrounded_mid_central_diphthong
uɨ	uɨ	uɨ	from_rounded_close_back_to_unrounded_close_central_diphthong
iɨ	iɨ	iɨ	from_unrounded_close_front_to_unrounded_close_central_diphthong
z_$G	zˠ	zˠ	velarized_voiced_alveolar_sibilant_fricative_consonant
{u	æu	æu	from_unrounded_near-open_front_to_rounded_close_back_diphthong
Ii	ɪi	ɪi	from_unrounded_near-close_near-front_to_unrounded_close_front_diphthong
ie:	ieː	ieː	from_unrounded_close_front_to_long_unrounded_close-mid_front_diphthong
iE:	iɛː	iɛː	from_unrounded_close_front_to_long_unrounded_open-mid_front_diphthong
tK_k	tɬ̰	tɬ̰	creaky_voiceless_alveolar_lateral_affricate_consonant
}i	ʉi	ʉi	from_rounded_close_central_to_unrounded_close_front_diphthong
E_k~	ɛ̰̃	ɛ̰̃	nasalized_creaky_unrounded_open-mid_front_vowel
_$?l_d0	ˀl̪̥	ˀl̪̥	pre-glottalized_devoiced_voiced_dental_lateral_approximant_consonant
_$?q	ˀq	ˀq	pre-glottalized_voiceless_uvular_stop_consonant
_$?t_d	ˀt̪	ˀt̪	pre-glottalized_voiceless_dental_stop_consonant
_$?n_d0	ˀn̪̥	ˀn̪̥	pre-glottalized_devoiced_voiced_dental_nasal_consonant
_$?w0	ˀw̥	ˀw̥	pre-glottalized_devoiced_voiced_labio-velar_approximant_consonant
_$?t_dK	ˀt̪ɬ	ˀt̪ɬ	from_pre-glottalized_voiceless_dental_stop_to_voiceless_alveolar_lateral_fricative_cluster
_$?t_ds	ˀt̪s	ˀt̪s	from_pre-glottalized_voiceless_dental_stop_to_voiceless_alveolar_sibilant_fricative_cluster
_$?j0	ˀj̥	ˀj̥	pre-glottalized_devoiced_voiced_palatal_approximant_consonant
_$?m0	ˀm̥	ˀm̥	pre-glottalized_devoiced_voiced_bilabial_nasal_consonant
_$?k_w	ˀkʷ	ˀkʷ	pre-glottalized_labialized_voiceless_velar_stop_consonant
AU	ɑʊ	ɑʊ	from_unrounded_open_back_to_rounded_near-close_near-back_diphthong
{I	æɪ	æɪ	from_unrounded_near-open_front_to_unrounded_near-close_near-front_diphthong
L_>	ʎʼ	ʎ’	voiced_palatal_ejective_lateral_approximant_consonant
J_>	ɲʼ	ɲ’	voiced_palatal_ejective_nasal_consonant
Eu	ɛu	ɛu	from_unrounded_open-mid_front_to_rounded_close_back_diphthong
E_q:	ɛ̙ː	ɛ̙ː	long_retracted-tongue-root_unrounded_open-mid_front_vowel
a_q_$G	a̙ˠ	a̙ˠ	velarized_retracted-tongue-root_unrounded_open_front_vowel
O_q	ɔ̙	ɔ̙	retracted-tongue-root_rounded_open-mid_back_vowel
E_q_$G	ɛ̙ˠ	ɛ̙ˠ	velarized_retracted-tongue-root_unrounded_open-mid_front_vowel
O_q:	ɔ̙ː	ɔ̙ː	long_retracted-tongue-root_rounded_open-mid_back_vowel
a_q:	a̙ː	a̙ː	long_retracted-tongue-root_unrounded_open_front_vowel
E_q	ɛ̙	ɛ̙	retracted-tongue-root_unrounded_open-mid_front_vowel
I_q_$G	ɪ̙ˠ	ɪ̙ˠ	velarized_retracted-tongue-root_unrounded_near-close_near-front_vowel
I_q:	ɪ̙ː	ɪ̙ː	long_retracted-tongue-root_unrounded_near-close_near-front_vowel
